,H20.33.020,H20.33.044,H21.33.003,H21.33.004,H21.33.005,H21.33.009,H21.33.023,H21.33.044
SCRN3,5.633783648649758,5.739422323153333,5.250977739578068,5.528031662905904,5.257770238319962,5.03665278373494,5.779575640195994,4.909643091502606
SCYL1,5.257660792328936,5.172693633035004,5.193530566542083,5.019851738309555,5.244049231655227,5.083605833470511,5.076690326876214,5.376877219177556
SCYL2,5.980378826071391,6.498868844282775,6.139376229405935,6.520830745861785,5.892108943686297,6.025409076204657,6.3044038347278075,6.003326506468523
SCYL3,4.910164543308773,5.564150047352323,5.310098668714505,5.555323231240259,5.172469597608769,4.6963617394540895,5.475752816516629,5.376877219177556
SDAD1,5.782611274437112,5.679181361749086,5.623713821817527,5.772289877331339,5.793456113943615,5.418305780099771,5.716945418470175,5.860605670660467
SDCCAG8,8.233018948434909,8.163543390330561,8.159632930124754,8.266221745966057,8.158313904354932,7.932448292973605,8.065827096942439,8.02932699715041
SDF4,5.295006839015922,5.621675975262685,5.235634753863048,5.4013682933457785,5.550949101571372,5.180667623163571,5.426955525014393,5.694069545885806
SDHA,6.140933358032205,6.386048918711553,6.5173047425412065,6.409235527763233,6.419042953368231,6.51395725416898,6.277580611542061,5.694069545885806
SDHAF2,5.5918660372043085,5.765390283694686,5.644473448117254,5.558011865464027,5.7610336587072375,5.057793426438744,5.668149654428868,4.909643091502606
SDHB,5.862911724063757,5.839477828223437,5.9415002836911,5.902174832336068,5.961880950871231,5.916335747552709,5.876926624122381,5.860605670660467
SDHC,6.106640988381611,6.04871911645556,6.292024863875238,6.259932322428345,6.162696111351087,5.988983731361798,6.198826326875792,6.067710608165849
SDK1,5.493811551904279,5.560660865261185,5.235634753863048,5.362955738895716,5.647753177072491,6.05285015418742,5.336618738283091,5.780800394572063
SDR39U1,5.098931534019385,5.086665522474785,4.467782320342189,4.787973669096148,5.201719105608993,4.88713487981501,4.869498217433656,5.4941465413903865
SEC11A,5.811143160780422,6.167907535116468,5.915727848146512,6.022189228966359,5.832559611316475,5.8475353616447245,5.9918172578366296,6.003326506468523
